ASL | 1013 | American Sign Language | P | C | | A study of American Sign Language, including basic concepts and sign lexicon. Grammatical features, including structure of American Sign Language, will be stressed. Each student will be expected to demonstrate to the instructor basic expressive and receptive ASL skills.
RDG | 4833 | Organizing Reading Programs for Differentiated Instruction | P ECE 3143 ECE 3313 ECE 3603 | C ECE 4203 ECE 4143 RDG 4833 | Prerequisites: Admission to the Teacher Certification Program, ECE 3143, ECE 3313, and ECE 3603. Concurrent enrollment in C&amp;I 4353, C&amp;I 4403, and ECE 4203 is required. May not be taken concurrently with C&amp;I 4303, ECE 4143, and RDG 4833. | Study of the reading comprehension process, including how textual, reader, psychological, contextual, and cultural factors affect understanding of text. Emphasis is placed on cognitive reading strategies for comprehending narrative and expository text. Emphasis is also placed on strategies for teaching and evaluating vocabulary, comprehension, and thinking skill in the content areas. This course must be completed with a grade of “B-” or better for students to enroll in Block C courses. For EC–6 generalists, this course must be completed with a grade of “B-” or better for it to serve as a prerequisite for C&amp;I 4616 Student Teaching: Early Childhood–Grade 6. Restricted course; advisor code required for registration. Field experience required.
RDG | 4913 | Independent Study | P | C | Prerequisites: Permission in writing (form available) from the instructor, the student’s advisor, the Department Chair, and Dean of the College in which the course is offered. | Independent reading, research, discussion, and/or writing under the direction of a faculty member. May be repeated for credit, but not more than 6 semester credit hours of independent study, regardless of discipline, will apply to a bachelor’s degree.
SPE | 3603 | Introduction to Special Education | P | C | | A study of individuals, groups, and populations with disabilities or exceptionalities. Content covered includes special education and disability law, critical issues in special education, special education processes and procedures, etiology, characteristics, prevalence, and placement options. Knowledge and competencies necessary for providing research-based, empirically derived best practices in curriculum and instruction to preschool and school-aged children and youth with exceptionalities in inclusive settings will also be presented. (Formerly ATE 3603, EDP 3603, and IDS 3303. Credit cannot be earned for more than one of the following: ATE 3603, EDP 3603, IDS 3303, or SPE 3603.) (Formerly titled &quot;Introduction to Exceptionality.&quot;).
SPE | 3623 | Assessment of Students with Mild | P SPE 3603 SPE 3693 ECE 3603 | C SPE 3653 SPE 4623 SPE 4643 | Prerequisite: Admission to Teacher Certification Program, SPE 3603, SPE 3693, and ECE 3603. Concurrent enrollment in SPE 3653, SPE 4623, and SPE 4643 is required. | An introduction to assessment of students with mild/moderate disabilities. Informal and formal assessment instruments, procedures, and systems for assessment of aptitude, achievement, adaptive behavior, and language abilities will be studied. This course must be completed with a grade of “B-” or better for it to serve as a prerequisite for C&amp;I 4716 Student Teaching: All Level EC–12. (Formerly EDP 3623. Credit cannot be earned for both SPE 3623 and EDP 3623.) (Formerly titled “Assessment of Exceptional Children.”).
SPE | 3633 | Classroom and Behavior Management for Students with Disabilities | P SPE 3603 SPE 3623 SPE 3653 SPE 3693 SPE 4623 SPE 4643 ECE 3603 RDG 3523 | C SPE 3673 SPE 3683 SPE 4673 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3623, SPE 3653, SPE 3693, SPE 4623, SPE 4643, ECE 3603, and RDG 3523. Concurrent enrollment in SPE 3673, SPE 3683, and SPE 4673 is required. | A study of common behavior problems in children with disabilities, behavior management, and other research-supported strategies for addressing behavior issues in children with disabilities. Research related to alternative explanations for behavior and behavior change will be included. Planning, application, and evaluation of a behavior change project is required. (Formerly ATE 3633 and EDP 3633. Credit cannot be earned for more than one of the following: ATE 3633, EDP 3633, or SPE 3633.) (Formerly titled “Classroom and Behavior Management for Exceptional Children.”).
SPE | 3653 | Practicum in Special Education  | P SPE 3603 SPE 3693 ECE 3603 | C SPE 3623 SPE 4623 SPE 4643 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3693, and ECE 3603. Concurrent enrollment in SPE 3623, SPE 4623, and SPE 4643 is required. | Instructional practices for students with disabilities will be studied including instructional design and creation of individual education plans. Application of course content in the field with students with disabilities will be required. Students enrolled in this course will be required to spend 6–8 hours a week in field-based placements, for a total of 60 to 80 hours, dependent upon the field placement program needs and requirements and on instructor requirements. This course must be completed with a grade of “B-” or better for it to serve as a prerequisite for C&amp;I 4716 Student Teaching: All Level EC–12. Restricted course; advisor code required for registration. (Formerly EDP 3653. Credit cannot be earned for both SPE 3653 and EDP 3653.).
SPE | 3673 | Assessment | P SPE 3603 SPE 3693 ECE 3603 RDG 3523 | C SPE 3633 SPE 3683 SPE 4673 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3693, ECE 3603, and RDG 3523. Concurrent enrollment in SPE 3633, SPE 3683, and SPE 4673 is required. | An introduction to formal and informal standardized assessment procedures for students with autism spectrum disorders and developmental disabilities. Course emphasis will be on the evaluation of instruction through assessment and using assessment for instructional design and programmatic planning for students with autism spectrum disorders and developmental disabilities. This course must be completed with a grade of “B-” or better for it to serve as a prerequisite for C&amp;I 4716 Student Teaching: All Level EC–12.
SPE | 3683 | Special Education Across the Lifespan | P SPE 3603 SPE 3693 ECE 3603 RDG 3523 | C SPE 3633 SPE 3673 SPE 4673 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3693, ECE 3603, and RDG 3523. Concurrent enrollment in SPE 3633, SPE 3673, and SPE 4673 is required. | The study of programs and services in special education, including early childhood intervention and transition, that impact students with disabilities throughout the lifespan. The course will focus on supports, procedures, and resources for facilitating transitions and communication of transition activities involving the student and families.
SPE | 3693 | Special Education Law | P | C | | A study of the local, federal and state laws, regulations, rules, and ethics that govern special education. Course topics will include due process, confidentiality, monitoring and evaluation requirements, and the provision of related services. Emphasis on terminology, definitions, classification systems, and current issues and trends.
SPE | 4623 | Mathematics Instruction for Students with Disabilities | P SPE 3603 SPE 3693 ECE 3603 MAT 1153 MAT 1163 | C SPE 3623 SPE 3653 SPE 4643 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3693, ECE 3603, MAT 1153, and MAT 1163. Concurrent enrollment in SPE 3623, SPE 3653, and SPE 4643 is required. | The study of the learning and development of mathematical concepts, procedures, and skills for students with disabilities. Concepts, methods, and appropriate use of technology related to numbers, patterns, operations, problem solving, geometry, and algebraic reasoning will be included. Research-based methods and strategies will be applied in the field. This course must be completed with a grade of “B-” or better for it to serve as a prerequisite for C&amp;I 4716 Student Teaching: All Level EC–12.
SPE | 4643 | Instruction for Students with Mild | P SPE 3603 SPE 3693 ECE 3603 | C SPE 3623 SPE 3653 SPE 4623 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3693, and ECE 3603. Concurrent enrollment in SPE 3623, SPE 3653, and SPE 4623 is required. | This course is a study of the development and implementation of research-validated instructional strategies. Students will learn how to select learning strategies to meet the individual needs of students with disabilities. Specific learning strategies will be evaluated and implemented in classroom settings. Strategies will address the acquisition, storage, and expression of knowledge. Class sessions will involve direct development in learning strategies and specific problem solving associated with strategies instruction. This course must be completed with a grade of “B-” or better for it to serve as a prerequisite for C&amp;I 4716 Student Teaching: All Level EC–12. (Formerly titled “Specialized Instructional Methods for Students with Exceptionalities.”).
SPE | 4653 | Practicum in Special Education  | P SPE 3603 SPE 3623 SPE 3633 SPE 3653 SPE 3673 SPE 3683 SPE 3693 SPE 4623 SPE 4643 SPE 4673 ECE 3603 RDG 3523 | C SPE 4683 SPE 4693 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3623, SPE 3633, SPE 3653, SPE 3673, SPE 3683, SPE 3693, SPE 4623, SPE 4643, SPE 4673, ECE 3603, and RDG 3523. Concurrent enrollment in SPE 4683 and SPE 4693 is required. | The study of the planning, application, and evaluation of Individual Educational Plans (IEPs) and the specialized educational and related services provided under the law to students with disabilities. Students enrolled in this course will be required to spend 6 to 8 hours a week in field-based placements for a total of 60 to 80 hours, dependent upon field placement program needs and requirements and on instructor requirements. This course must be completed with a grade of “B-” or better for it to serve as a prerequisite for C&amp;I 4716 Student Teaching: All Level EC–12. Restricted course; advisor code required for registration. (Formerly EDP 4653. Credit cannot be earned for both SPE 4653 and EDP 4653.).
SPE | 4673 | Instruction for Students with Autism Spectrum Disorders and Developmental Disabilities | P SPE 3603 SPE 3693 ECE 3603 RDG 3523 | C SPE 3633 SPE 3673 SPE 3683 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3693, ECE 3603, and RDG 3523. Concurrent enrollment in SPE 3633, SPE 3673, and SPE 3683 is required. | This course is a study of the development and implementation of research-validated instructional strategies for students with autism spectrum disorders and developmental disabilities. Course topics will include the use of formal and informal assessments to determine appropriate academic, social, and behavioral goals and objectives for students and identifying research-validated strategies to assist students with meeting these goals. This course must be completed with a grade of &quot;B-&quot; or better for it to serve as a prerequisite for C&amp;I 4716 Student Teaching: All Level EC–12.
SPE | 4683 | Communication and Collaboration in Special Education | P SPE 3603 SPE 3623 SPE 3633 SPE 3653 SPE 3673 SPE 3683 SPE 3693 SPE 4623 SPE 4643 SPE 4673 ECE 3603 RDG 3523 | C SPE 4653 SPE 4693 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3623, SPE 3633, SPE 3653, SPE 3673, SPE 3683, SPE 3693, SPE 4623, SPE 4643, SPE 4673, ECE 3603, and RDG 3523. Concurrent enrollment in SPE 4653 and SPE 4693 is required. | This course will focus on the collaborative roles and responsibilities of teachers, school district personnel, and parents/families in providing individualized educational programs to students with disabilities. Effective strategies for communication and collaboration will be studied. Additional course topics include consultation, collaborating with general education teachers, and designing and managing the activities of paraprofessionals.
SPE | 4693 | Assistive Technology | P SPE 3603 SPE 3623 SPE 3633 SPE 3653 SPE 3673 SPE 3683 SPE 3693 SPE 4623 SPE 4643 SPE 4673 ECE 3603 RDG 3523 | C SPE 4653 SPE 4683 | Prerequisites: Admission to Teacher Certification Program, SPE 3603, SPE 3623, SPE 3633, SPE 3653, SPE 3673, SPE 3683, SPE 3693, SPE 4623, SPE 4643, SPE 4673, ECE 3603, and RDG 3523. Concurrent enrollment in SPE 4653 and SPE 4683 is required. | This course is a study of the use of technology in facilitating the teaching and learning of students with disabilities. Course will emphasize the selection and use of assistive technology devices and services for students, including those used for communication and mobility and those that facilitate performance in academic environments.
SPE | 4913 | Independent Study | P | C | Prerequisites: Permission in writing (form available) from the instructor, the student’s advisor, the Department Chair, and Dean of the College in which the course is offered. | Independent reading, research, discussion, and/or writing under the direction of a faculty member. May be repeated for credit, but not more than 6 semester credit hours of independent study, regardless of discipline, will apply to a bachelor’s degree.
